occupation,id,gender,fame,birthyear 
politics,14883,male,star,1951
sports,40050,male,star,1985
sports,32316,male,star,1991
sports,19394,male,star,1989
performer,13059,female,superstar,1998
professional,11104,male,star,1988
creator,27475,male,star,1955
politics,39005,male,star,1966
politics,20239,female,star,1969
politics,18339,female,star,1979
performer,29640,male,star,1968
sports,32362,male,star,1989
creator,24622,male,star,1986
sports,42771,male,star,1972
creator,9358,male,star,1972
creator,36488,male,star,1971
sports,16544,male,star,1978
creator,15917,female,star,1965
politics,37970,male,superstar,1962
creator,9995,male,superstar,1989
sports,12928,male,superstar,1978
sports,17846,male,star,1993
sports,11443,male,superstar,1978
creator,622,male,star,1970
performer,32870,male,star,1990
sports,47327,female,star,1982
performer,44921,female,star,1973
creator,36984,male,rising,1949
sports,18024,male,star,1996
politics,11755,female,star,1977
creator,37496,male,star,1992
sports,34125,male,star,1984
sports,40801,male,rising,1987
performer,40928,female,star,1989
performer,30695,male,star,1980
sports,23713,female,star,1986
creator,13651,male,star,1972
performer,44762,male,star,1978
sports,43552,male,star,1959
sports,4995,male,star,1988
performer,3633,female,star,1986
creator,39292,male,star,1957
performer,25550,male,superstar,1957
sports,14910,male,superstar,1988
sports,28467,male,star,1980
professional,8778,female,star,1969
creator,23380,female,star,1961
sports,33972,male,star,1990
sports,44269,male,star,1985
sports,4006,male,superstar,1991
creator,29002,male,rising,1967
sports,43958,female,rising,1982
performer,33283,male,star,1963
sports,39282,female,star,1987
performer,4741,male,star,1977
science,35191,female,star,1970
sports,47425,male,star,1979
performer,38707,male,star,1980
sports,34089,male,star,1972
sports,34388,male,star,1991
creator,26810,male,superstar,1984
sports,47602,male,star,1997
creator,5904,female,star,1964
performer,48199,male,star,1983
creator,16433,male,star,1991
creator,26481,male,star,1943
creator,17796,female,star,1985
sports,18067,male,star,1969
creator,20967,female,rising,1967
performer,11685,male,superstar,1962
sports,38935,male,star,1990
sports,15792,male,star,1957
performer,42249,male,star,1976
professional,19746,female,star,1983
sports,47371,female,star,1988
performer,2430,male,star,1949
creator,27505,male,star,1983
sports,11927,male,star,1984
sports,40610,female,star,1991
sports,11799,female,star,1988
politics,42849,female,star,1958
performer,43200,female,superstar,1946
sports,44871,female,star,1989
performer,29559,male,star,1973
sports,31077,male,superstar,1969
politics,44780,male,superstar,1963
performer,21299,male,superstar,1982
performer,34621,male,star,1964
sports,7560,male,star,1987
sports,8442,male,star,1985
sports,7675,male,star,1987
sports,2587,male,star,1978
creator,35043,male,star,1962
performer,33800,female,superstar,1971
professional,16466,male,star,1985
performer,15134,male,star,1970
performer,10806,male,superstar,1972
creator,9711,male,star,1971
sports,44356,male,star,1994
performer,8991,male,superstar,1945
sports,40367,male,star,1985
sports,11031,male,star,1986
sports,24524,male,star,1969
sports,24308,male,rising,1995
sports,41193,male,star,1985
manager,3800,male,star,1956
creator,18735,male,star,1975
performer,16605,male,superstar,1987
creator,132,female,star,1991
creator,20770,female,superstar,1973
sports,44478,male,star,1988
performer,13684,female,star,1988
sports,11905,male,star,1982
sports,35276,male,star,1994
manager,43186,male,star,1951
performer,38329,male,star,1971
performer,46987,female,star,1991
performer,44926,female,superstar,1982
politics,4729,male,star,1981
performer,8491,female,superstar,1976
sports,43004,male,star,1993
science,26657,male,star,1956
sports,41624,male,star,1988
sports,39058,male,star,1959
sports,14312,male,star,1987
sports,7172,male,rising,1987
sports,16562,male,star,1979
performer,19116,female,star,1958
creator,32604,female,star,1969
performer,45728,female,star,1951
sports,19524,male,star,1989
performer,18492,female,star,1983
sports,46891,male,star,1990
sports,13336,male,superstar,1994
creator,12980,male,star,1971
sports,13800,male,star,1990
politics,26125,male,rising,1967
performer,40937,female,star,1948
performer,45072,female,star,1977
sports,12366,male,star,1983
sports,20342,male,star,1995
sports,20045,male,star,1981
sports,9300,female,star,1986
performer,44820,male,star,1977
creator,35601,male,superstar,1982
politics,18123,male,star,1972
performer,2707,male,star,1993
performer,47882,male,superstar,1951
sports,20559,male,star,1989
sports,1029,male,star,1967
sports,2635,male,star,1993
sports,23770,male,star,1984
creator,42479,male,superstar,1969
performer,43335,male,star,1964
performer,2487,male,star,1983
sports,28323,male,star,1990
creator,14208,male,star,1974
politics,32384,male,star,1954
creator,13435,male,star,1979
sports,6628,male,rising,1998
sports,37544,male,star,1987
sports,23869,male,rising,1981
performer,9106,female,superstar,1966
politics,47410,female,superstar,1950
performer,656,female,superstar,1981
sports,20570,female,star,1991
sports,40939,male,superstar,1993
creator,13735,male,star,1987
politics,45172,male,star,1980
professional,11040,male,star,1949
performer,41570,male,star,1982
performer,21549,male,superstar,1992
performer,21500,male,rising,1975
performer,32049,female,star,1988
sports,33648,male,star,1957
sports,39271,male,star,1960
performer,18111,female,star,2000
manager,8501,male,star,1970
performer,9910,male,superstar,1971
sports,40153,male,star,1989
sports,39816,male,star,1990
sports,10254,male,star,1985
performer,27953,female,star,1985
performer,29965,male,star,1984
professional,26423,male,superstar,1970
performer,6629,male,star,1946
performer,33351,male,superstar,1976
professional,48321,male,superstar,1948
sports,33812,male,star,1985
professional,39241,female,rising,1987
performer,32356,female,star,1987
performer,14739,male,star,1980
performer,43792,female,star,1974
performer,2716,female,star,1986
performer,28797,male,superstar,1985
creator,21897,male,superstar,1969
politics,12864,male,star,1961
sports,13935,male,star,1986
sports,21015,male,star,1982
creator,35593,male,star,1984
sports,18804,male,star,1995
sports,32058,male,star,1986
creator,39274,female,star,1981
sports,28156,male,star,1972
creator,15074,male,star,1979
professional,38427,male,star,1976
creator,38360,male,superstar,1968
performer,42971,male,star,1964
creator,4616,male,superstar,1957
sports,47083,male,star,1999
sports,14124,male,star,1989
sports,42491,male,star,1987
performer,11335,male,star,1976
creator,43990,male,superstar,1981
performer,39216,female,star,2004
creator,25485,female,superstar,1979
sports,43234,male,superstar,1984
sports,39417,male,superstar,1979
politics,23811,male,star,1980
creator,16909,male,star,1954
performer,8693,female,star,1983
sports,42807,male,star,1978
religious,6404,male,superstar,1962
sports,25020,male,star,1996
sports,14264,male,star,1979
sports,9247,male,star,1985
sports,27152,male,star,1996
sports,32493,male,star,1990
sports,18376,male,star,1983
performer,47751,female,superstar,1974
politics,29497,female,star,1969
politics,21896,female,star,1952
sports,36120,male,star,1940
sports,8536,male,star,1994
performer,36787,female,star,1997
performer,14361,female,star,1977
sports,39495,male,star,1973
performer,8311,male,superstar,1971
sports,38244,male,star,1990
performer,40048,female,star,1978
manager,33582,female,superstar,1984
politics,36793,male,star,1958
sports,13640,male,rising,1990
sports,26911,male,star,1981
performer,30139,male,star,1984
creator,29532,male,superstar,1981
sports,38831,male,star,1974
performer,45586,female,superstar,1978
sports,36565,male,star,1987
sports,13170,male,star,1974
performer,46577,male,star,1970
sports,7315,male,star,1980
sports,1921,male,star,1984
creator,2689,female,superstar,1984
sports,25803,male,star,1964
sports,17720,male,star,1982
creator,32681,female,star,1947
science,46913,male,star,1951
sports,22279,male,star,1949
performer,34805,male,superstar,1969
performer,5080,male,star,1975
science,47467,male,star,1973
sports,30443,male,star,1984
sports,1116,male,star,1986
politics,6588,male,star,1978
sports,740,male,star,1985
politics,46992,male,star,1981
creator,33671,male,star,1966
creator,2713,female,star,1957
sports,45285,male,superstar,1984
sports,22584,male,star,1968
science,5412,male,superstar,1942
politics,27094,female,star,1963
creator,31017,female,star,1981
politics,40055,male,star,1981
sports,15675,male,star,1995
sports,4282,male,superstar,1989
sports,17766,male,star,1979
sports,29638,male,star,1990
sports,39739,male,star,1975
sports,44779,male,star,1991
creator,15611,female,star,1973
performer,20420,female,star,1983
performer,30791,male,star,1973
performer,42311,male,star,1990
performer,45448,female,superstar,1985
creator,36469,male,star,1976
sports,12332,male,star,1988
sports,47177,male,star,1986
creator,41121,male,superstar,1972
sports,22699,female,star,1985
performer,44568,female,star,1970
performer,46738,female,star,1998
sports,38941,female,star,1984
performer,31952,male,superstar,1969
performer,7338,female,rising,2000
sports,25315,male,star,1991
politics,18761,female,star,1975
sports,6133,male,superstar,1970
performer,47984,female,star,1976
creator,15553,male,superstar,1949
sports,2219,male,star,1970
creator,14782,female,star,1968
professional,35610,male,star,1951
performer,9871,female,star,1988
politics,38802,male,star,1967
politics,24698,female,star,1947
performer,5012,male,star,1957
sports,43601,female,star,1984
creator,19862,male,star,1996
sports,3322,male,star,1987
sports,41677,male,star,1989
politics,28153,male,star,1963
performer,25539,male,superstar,1982
sports,16759,female,star,1989
sports,46034,male,star,1990
sports,5990,male,star,1991
performer,16236,female,superstar,1988
politics,28737,male,star,1965
performer,32397,female,star,1995
performer,27798,male,star,1983
sports,43429,male,star,1984
politics,15278,male,superstar,1945
performer,30884,male,star,1941
politics,38954,male,star,1983
performer,36983,female,star,1985
sports,35027,female,star,1990
sports,6162,male,rising,1969
creator,29558,female,star,1971
creator,22686,male,star,1956
performer,5565,male,star,1954
sports,46741,male,star,1988
performer,44377,male,star,1945
performer,904,female,star,1982
performer,701,male,star,1958
creator,33296,female,star,1984
performer,22361,male,star,1975
creator,29032,male,star,1984
politics,35895,male,star,1952
sports,18825,male,star,1989
performer,44919,male,star,1963
sports,3487,female,star,1986
sports,28372,male,star,1990
performer,3046,female,star,1979
creator,31822,male,superstar,1967
performer,39780,male,star,1979
performer,34533,male,star,1983
creator,18240,male,star,1970
sports,11526,male,superstar,1985
sports,15393,male,star,1950
creator,31118,male,star,1946
sports,18077,male,star,1988
performer,25461,male,star,1985
sports,21835,male,star,1992
performer,5297,male,star,1978
performer,24563,female,star,1963
creator,206,male,star,1975
sports,35719,female,star,1994
sports,7432,male,superstar,1976
performer,17296,male,star,1980
sports,3301,male,star,1986
performer,34921,male,star,1969
sports,41927,male,star,1994
politics,46783,male,star,1941
creator,14888,female,star,1962
sports,5995,male,star,1992
creator,48068,male,star,1973
sports,44718,male,superstar,1990
performer,9399,male,rising,1978
sports,2884,male,star,1993
sports,21938,male,star,1985
science,42014,male,star,1948
sports,5248,male,star,1990
science,36953,male,star,1962
performer,26219,male,superstar,1959
performer,28470,female,star,1953
sports,19174,female,star,1999
sports,27481,male,star,1991
sports,5627,male,star,1980
sports,46483,male,star,1995
performer,10316,female,star,1986
sports,1978,male,star,1990
performer,43749,male,star,1960
performer,13145,male,star,1978
creator,11572,female,star,1981
sports,41640,male,star,1987
sports,45230,male,star,1994
creator,22227,female,star,1970
performer,10305,male,superstar,1998
sports,6883,male,superstar,1992
sports,39302,female,star,1984
politics,20201,male,superstar,1952
performer,44402,female,star,1974
sports,1377,male,star,1981
sports,14371,male,superstar,1986
sports,6320,female,star,1988
politics,12932,male,star,1963
sports,31050,male,rising,1993
performer,46492,male,star,1970
sports,24040,female,star,1987
performer,35632,female,superstar,1980
performer,3376,male,star,1997
performer,8638,male,superstar,1964
sports,1738,male,star,1985
sports,12877,male,superstar,1991
sports,44292,male,star,1991
science,2005,male,star,1968
politics,36718,male,star,1978
creator,16306,female,star,1961
performer,23763,male,star,1987
manager,5515,male,superstar,1974
creator,7578,female,superstar,1957
sports,17405,male,star,1983
performer,37581,male,star,1958
performer,28401,female,star,1969
performer,8027,female,star,1988
sports,31696,female,rising,1984
performer,16223,female,superstar,1980
sports,28408,male,star,1992
sports,29367,male,star,1996
performer,28458,female,superstar,1977
creator,5487,female,superstar,1967
creator,14813,male,star,1963
performer,44064,male,star,1973
politics,12363,male,superstar,1965
politics,44601,male,star,1965
performer,45896,female,star,1991
sports,21226,female,star,1976
performer,14320,male,superstar,1990
sports,16280,male,rising,1969
sports,14139,male,star,1984
creator,35099,female,star,1958
professional,35187,male,star,1972
performer,366,male,superstar,1971
politics,37506,female,star,1959
manager,7440,female,superstar,1980
creator,18447,male,star,1959
performer,41132,male,superstar,1967
sports,38158,male,star,1940
manager,35229,male,star,1968
sports,47752,male,star,1984
politics,36447,male,star,1960
sports,31971,female,star,1996
sports,13162,male,star,1987
sports,36767,male,star,1990
sports,28799,male,star,1987
sports,41711,male,star,1983
creator,22301,female,star,1962
creator,25063,female,star,1955
manager,35864,male,star,1964
performer,42802,male,star,1984
performer,40812,male,superstar,1947
sports,22392,male,star,1990
politics,21128,female,star,1958
sports,19554,female,star,1977
professional,30407,male,star,1977
sports,4145,male,star,1984
sports,6494,male,star,1988
manager,20379,female,superstar,1972
sports,15694,male,star,1979
sports,6692,male,star,1993
sports,19526,male,superstar,1981
performer,18574,male,superstar,1978
creator,45591,female,star,1973
performer,22567,male,star,1985
sports,18399,female,star,1976
sports,38058,male,star,1976
performer,33494,male,star,1984
sports,44831,male,star,1990
performer,24821,male,star,1988
performer,26866,female,star,1977
sports,11388,male,star,1969
sports,6455,female,rising,1995
performer,13353,female,star,1970
performer,48073,male,star,1978
performer,22628,female,star,1987
performer,19724,female,star,1964
sports,4531,male,rising,1990
sports,19223,male,star,1978
sports,42638,male,star,1989
sports,1092,male,rising,1991
performer,45745,male,star,1940
creator,19549,male,star,1957
sports,40219,male,star,1961
performer,6600,male,superstar,1978
sports,10418,male,star,1978
sports,14920,male,superstar,1988
politics,20200,male,star,1957
performer,1425,female,superstar,1985
sports,8034,male,superstar,1978
performer,32882,female,superstar,1989
sports,20605,male,star,1994
performer,7638,female,star,1977
sports,40727,male,superstar,1986
sports,33199,male,star,1986
sports,37925,male,superstar,1975
politics,41273,female,star,1961
politics,3510,male,star,1970
creator,39552,male,star,1967
creator,15677,female,superstar,1948
sports,10146,male,superstar,1983
performer,11091,female,star,1990
sports,43259,male,star,1966
creator,45975,female,star,1986
creator,8653,female,star,1958
performer,23031,female,star,1983
creator,26803,male,star,1973
sports,17048,male,superstar,1984
performer,20981,male,star,1946
performer,41380,male,star,1978
creator,21370,male,star,1976
politics,8002,male,star,1964
performer,25999,female,superstar,1953
sports,37372,male,superstar,1987
performer,47024,male,star,1976
performer,16633,male,star,1952
sports,22509,male,star,1971
performer,16942,male,star,1968
politics,32683,male,star,1980
politics,35471,female,star,1950
creator,31111,female,star,1974
creator,22358,male,star,1969
creator,23552,female,star,1963
creator,46546,male,superstar,1966
sports,23823,male,star,1969
performer,36625,male,superstar,1981
performer,24383,female,star,1950
sports,32544,male,superstar,1987
creator,38122,female,star,1979
performer,42217,male,star,1989
performer,19783,female,star,1974
creator,24506,male,star,1983
sports,45578,male,star,1968
performer,5350,female,star,1974
creator,3167,male,star,1963
performer,36027,male,star,1989
performer,24300,female,star,1990
sports,34778,male,star,1996
politics,4044,male,star,1989
sports,46291,male,star,1991
sports,7156,male,star,1987
sports,47159,male,star,1984
sports,19179,female,superstar,1983
performer,45815,female,star,1941
politics,6584,female,star,1976
creator,26932,female,star,1971
performer,5810,male,superstar,1964
politics,47749,male,star,1949
creator,9282,female,star,1982
performer,27797,female,star,1982
sports,41028,male,star,1976
sports,20331,male,star,1989
politics,43497,male,star,1950
creator,46035,male,star,1979
creator,18234,male,star,1974
sports,5416,male,star,1995
sports,44934,female,star,1984
sports,7028,male,star,1989
creator,40898,male,star,1962
performer,37143,male,superstar,1977
performer,18194,male,star,1987
creator,43392,male,star,1955
sports,10758,male,superstar,1996
creator,45168,male,star,1962
performer,1311,male,star,1985
performer,45873,male,star,1982
creator,4778,male,star,2000
sports,15433,male,superstar,1983
sports,7159,male,star,1994
sports,43174,male,star,1995
performer,26714,female,star,1970
politics,8929,male,star,1985
professional,32110,male,star,1985
performer,28992,female,superstar,1987
performer,3482,female,superstar,1987
creator,41197,male,superstar,1963
politics,17054,male,star,1971
manager,3284,male,star,1958
creator,18635,female,star,1971
performer,9199,female,superstar,1985
science,47192,female,star,1967
sports,19872,male,star,1988
creator,22872,female,star,1966
sports,31657,male,star,1970
sports,37753,male,star,1982
sports,12605,male,superstar,1989
performer,38976,female,star,1956
sports,42260,female,star,1986
performer,6836,male,star,1955
sports,12981,female,superstar,1980
sports,46709,male,star,1971
performer,38069,male,superstar,1975
performer,15285,female,superstar,1986
performer,27699,male,star,1979
performer,17455,female,star,1988
performer,14155,male,superstar,1970
performer,17903,male,star,1981
creator,28026,male,star,1962
politics,8568,male,star,1955
performer,23043,male,superstar,1976
sports,15494,male,star,1993
sports,414,male,star,1990
sports,19002,female,star,1987
creator,42527,male,star,1963
performer,15496,female,star,1983
sports,40989,male,star,1988
sports,7134,male,star,1983
sports,29174,male,star,1991
creator,24983,male,superstar,1948
science,8448,male,star,1975
performer,37444,male,superstar,1987
sports,2983,female,star,1986
sports,15038,male,star,1940
sports,14295,male,star,1975
sports,43420,male,superstar,1940
performer,37121,female,star,1975
sports,4724,male,star,1944
performer,20761,female,superstar,1976
sports,20641,male,star,1983
politics,10840,male,star,1950
sports,39246,male,star,1985
sports,37751,male,star,1992
sports,1109,male,star,1986
politics,40714,female,star,1964
creator,1725,male,star,1970
performer,41359,male,star,1954
politics,35543,male,star,1973
sports,45941,male,star,1988
sports,44279,male,star,1983
sports,16526,female,star,1979
performer,23288,female,star,1988
sports,38573,male,star,1996
performer,34280,male,star,1977
sports,44254,male,star,1990
sports,31997,male,star,1983
sports,5282,female,star,1988
sports,8949,male,star,1982
sports,34102,male,star,1987
sports,26874,male,rising,1983
professional,42450,male,star,1981
sports,8713,female,star,1994
professional,21511,male,superstar,1967
sports,43825,male,star,1987
politics,14939,female,star,1969
sports,5978,male,star,1964
sports,23975,male,superstar,1990
performer,6871,female,star,1969
sports,22240,male,rising,1989
performer,10013,female,star,1979
politics,40508,female,star,1941
politics,24906,male,superstar,1972
sports,33552,male,star,1986
sports,42472,male,star,1993
performer,37281,male,star,1979
performer,5070,female,star,1981
performer,42069,female,star,1973
sports,18338,male,star,1988
performer,2278,female,star,1979
sports,14651,male,rising,1981
sports,41910,male,star,1977
performer,24561,male,star,1973
sports,10892,female,star,1988
performer,534,female,superstar,1983
performer,36359,female,star,1997
performer,39314,male,star,1990
sports,13551,male,star,1989
sports,38309,male,star,1981
sports,39803,male,star,1994
sports,34547,male,star,1990
politics,26770,male,star,1985
creator,29166,male,star,1967
sports,4251,male,rising,1986
sports,39370,male,star,1985
performer,30336,female,superstar,1989
sports,20772,female,star,1997
performer,9517,male,superstar,1970
performer,26036,male,superstar,1941
sports,1281,male,superstar,1989
sports,43122,male,star,1995
performer,23934,male,superstar,1980
sports,15002,male,star,1982
sports,30666,male,star,1995
performer,38959,female,star,1987
manager,32207,male,star,1964
performer,24884,male,star,1970
politics,29207,female,star,1972
sports,27028,male,star,1981
performer,47052,male,star,1972
performer,24362,female,star,2005
sports,37492,male,star,1984
sports,16438,male,star,1993
performer,11972,female,superstar,1983
performer,19120,male,star,1985
performer,14240,female,superstar,1982
manager,32789,male,star,1970
performer,6689,female,star,1975
performer,12997,male,star,1967
politics,16808,female,superstar,1957
creator,23640,male,superstar,1984
sports,37681,male,star,1986
sports,45675,female,star,1982
sports,20234,male,star,1986
creator,31048,female,star,1977
sports,43131,male,star,1991
creator,6977,female,superstar,1954
sports,23246,male,star,1986
sports,34209,male,star,1959
performer,26873,male,superstar,1974
performer,25705,female,superstar,1991
performer,41416,male,star,1959
sports,42294,male,rising,1981
sports,8077,male,star,1993
creator,18498,female,star,1961
sports,11955,female,star,1990
sports,38410,female,star,1997
sports,45141,female,star,1988
performer,4739,female,star,1971
sports,7119,male,star,1998
sports,32366,male,rising,1981
creator,20532,female,star,1981
creator,20139,male,star,1970
performer,24704,male,star,1971
science,27136,female,star,1964
sports,24981,male,superstar,1963
sports,19857,male,star,1996
sports,38990,female,star,1993
performer,14021,female,star,1975
performer,17237,female,star,1953
sports,48014,male,star,1986
performer,46603,male,superstar,1968
sports,34169,female,star,1983
performer,45862,male,star,1972
sports,27337,male,star,1982
performer,9864,female,star,1986
sports,8977,male,rising,1954
performer,36081,female,star,1943
politics,16762,male,star,1949
sports,30265,male,star,1985
creator,41092,male,star,1987
performer,47991,female,star,1978
sports,8098,male,star,1985
sports,3622,male,rising,1963
performer,15969,female,superstar,1967
politics,9996,female,star,1976
science,1026,female,star,1975
sports,4098,male,star,1997
performer,46743,female,star,1983
sports,453,male,star,1984
sports,38026,male,star,1985
creator,38697,female,star,1974
sports,35088,female,star,1995
performer,12290,female,superstar,1990
creator,22450,male,superstar,1965
sports,29903,female,star,1994
performer,230,male,star,1968
sports,42316,male,star,1946
performer,48101,male,star,1987
sports,282,male,star,1990
sports,18911,male,star,1993
sports,6766,female,star,1990
politics,46326,male,star,1946
sports,29280,female,star,1990
sports,22201,male,star,1992
creator,39089,female,superstar,1977
sports,44681,male,star,1981
sports,43436,male,star,1982
sports,24729,male,star,1987
performer,19699,male,superstar,1976
creator,26289,male,superstar,1977
sports,5225,male,star,1993
sports,43665,female,star,1990
performer,28848,male,star,1994
performer,22272,male,superstar,1988
manager,23212,male,star,1956
creator,43844,male,star,1973
performer,40462,female,star,1989
professional,45394,male,rising,1945
performer,15683,female,superstar,1976
creator,10802,male,star,1965
creator,47517,female,star,1952
sports,8399,female,rising,1996
performer,19195,male,star,1997
sports,17163,male,superstar,1973
professional,843,female,star,1979
creator,24123,male,star,1972
performer,22897,female,star,1996
sports,44054,male,superstar,1990
performer,11246,male,star,1974
creator,22771,male,superstar,1977
politics,11495,female,rising,1953
performer,6478,male,superstar,1991
sports,45695,male,superstar,1991
sports,15665,male,superstar,1987
performer,31306,male,star,1992
creator,572,male,star,1985
sports,46908,male,star,1991
creator,6896,male,star,1970
performer,8941,female,superstar,1960
sports,429,male,star,1991
sports,11594,male,star,1982
sports,36099,male,rising,1970
sports,24832,male,superstar,1980
performer,11000,female,superstar,1985
sports,35427,male,star,1995
performer,23374,male,star,1988
creator,43644,male,star,1969
sports,25691,male,star,1972
performer,35170,female,star,1985
performer,45258,male,star,1981
sports,1053,male,star,1949
sports,37557,female,rising,1998
performer,44892,male,star,1954
performer,10623,male,star,2000
creator,37979,male,star,1980
sports,47545,male,star,1998
sports,19516,male,star,1996
sports,26390,male,star,1991
science,27853,male,star,1980
sports,24469,male,star,1994
creator,29913,female,rising,1977
performer,41535,female,star,1972
performer,25367,male,star,1976
sports,35754,female,rising,1989
performer,44653,male,star,1982
performer,20864,female,superstar,1973
creator,42358,male,rising,1972
sports,32440,female,star,1976
performer,9353,male,star,1977
sports,5438,male,star,1980
performer,14003,male,superstar,1975
performer,41255,female,superstar,1985
performer,25961,male,superstar,1993
performer,38714,female,superstar,1980
sports,41740,male,superstar,1980
sports,45965,male,star,1988
sports,18471,male,star,1998
performer,44669,male,superstar,1977
performer,32083,male,star,1978
performer,19258,male,superstar,1960
sports,14051,male,star,1987
sports,32975,male,superstar,1977
sports,7288,male,star,1990
performer,13882,female,star,1984
performer,10684,female,star,2001
sports,25884,male,star,1976
politics,31391,male,star,1962
sports,20593,male,star,1985
professional,33215,male,star,1994
manager,40070,female,star,1982
science,28624,male,star,1990
performer,11916,female,star,1969
performer,38814,female,star,1985
creator,37777,male,star,1949
sports,21012,male,star,1989
creator,31988,male,star,1962
sports,10611,male,star,1989
performer,14070,female,star,1966
politics,24552,female,star,1947
creator,48250,female,star,1968
performer,37887,female,star,1978
sports,23052,male,superstar,1979
performer,1936,male,superstar,1978
creator,28623,male,superstar,1983
performer,44956,male,star,1967
politics,23888,male,star,1974
sports,39329,male,star,1989
politics,43118,male,star,1971
creator,6167,female,star,1971
sports,1508,female,star,1992
creator,1916,female,superstar,1993
performer,46396,male,star,1972
creator,27019,male,star,1961
professional,13841,female,star,1976
sports,274,male,star,1973
science,15729,male,superstar,1940
creator,975,female,star,1959
performer,10709,male,star,1983
sports,30080,male,star,1985
sports,18163,male,star,1980
performer,18534,female,star,1980
sports,18485,male,rising,1992
performer,16473,male,star,1958
sports,2519,male,star,1980
performer,24020,female,superstar,1975
sports,4811,male,star,1957
performer,13795,male,star,1962
politics,7798,female,star,1974
sports,39778,male,star,1987
performer,17768,female,star,1993
performer,41481,male,star,1986
sports,15774,male,star,1995
politics,38540,male,star,1972
performer,613,male,superstar,1955
sports,26805,male,star,1987
sports,43407,male,star,1993
performer,8394,male,star,1948
performer,30559,male,superstar,1968
sports,41263,male,star,1986
performer,20934,male,rising,1985
manager,13799,male,star,1967
politics,22773,male,star,1968
performer,22377,male,star,1971
sports,27251,female,star,1991
sports,4642,female,rising,1986
performer,34340,female,star,1990
politics,37077,female,star,1985
creator,42442,female,star,1948
performer,37575,male,star,1974
performer,396,female,superstar,1981
performer,6176,female,star,1976
sports,7771,male,star,1996
performer,41757,female,superstar,1989
sports,19998,male,rising,1989
sports,20358,male,star,1988
sports,13656,male,superstar,1987
sports,31741,male,star,1989
performer,17685,male,star,1981
performer,29547,male,superstar,1974
sports,7290,male,star,1982
creator,32985,male,superstar,1958
creator,44612,male,rising,1964
performer,37074,female,star,1989
sports,17182,male,star,1992
sports,2321,female,star,1988
sports,32779,male,superstar,1990
sports,42712,male,star,1986
creator,10460,female,star,1969
politics,42713,male,star,1961
performer,11859,female,superstar,1982
sports,2176,female,star,1986
politics,25347,male,star,1966
performer,37755,male,star,1974
sports,20535,male,star,1992
sports,43268,male,star,1997
sports,6344,female,star,1994
sports,3186,male,star,1986
sports,6935,male,star,1982
performer,44331,male,star,1969
creator,28782,male,star,1967
sports,26466,male,star,1982
sports,35699,male,rising,1996
sports,1592,male,star,1992
sports,36845,male,star,1991
sports,40574,male,star,1988
performer,16662,male,star,1959
politics,17713,male,star,1955
creator,9304,male,star,1953
performer,39831,female,superstar,1974
performer,5391,female,superstar,1994
creator,28273,male,superstar,1965
creator,2181,male,star,1967
sports,38371,male,star,1957
creator,12194,male,star,1959
politics,24664,male,superstar,1960
performer,39993,male,star,1971
science,23172,male,star,1962
performer,26571,male,superstar,1966
sports,42967,male,star,1985
sports,41586,male,star,1980
politics,4549,female,star,1950
sports,38630,male,rising,1983
sports,10691,male,star,1988
sports,29719,male,star,1996
sports,30174,male,star,1989
sports,7019,male,star,1989
performer,46058,male,star,1997
sports,7310,male,star,1971
politics,47274,male,star,1950
performer,5593,male,star,1967
performer,12766,male,star,1957
creator,5004,male,superstar,1973
sports,31006,male,star,1993
performer,38722,female,superstar,1990
performer,35415,male,star,1960
sports,20600,male,rising,1990
creator,48173,male,star,1980
performer,29284,male,star,1967
performer,12012,female,superstar,1981
sports,18367,male,star,1983
creator,23471,female,star,1982
performer,39019,male,star,1977
sports,36528,male,star,1981
sports,46515,male,star,1986
sports,40589,female,star,1990
sports,30832,male,superstar,1990
creator,31415,male,star,1958
politics,13166,male,star,1950
sports,7250,female,rising,1997
professional,13276,female,star,1974
sports,24894,female,rising,1988
creator,44106,male,star,1951
sports,12829,male,star,1992
sports,30155,male,star,1992
creator,30741,male,star,1965
performer,42228,female,superstar,2000
sports,10016,female,star,1983
performer,44895,male,star,1954
sports,26307,male,star,1964
performer,20131,male,star,1974
performer,6951,male,superstar,1976
creator,32079,male,star,1963
performer,16838,male,star,1984
performer,4764,male,star,1979
sports,4432,male,star,1987
sports,12957,male,star,1984
sports,25982,male,star,1996
sports,40261,female,star,1989
sports,39090,male,star,1988
sports,15128,female,star,1983
performer,19883,female,star,1979
sports,25286,male,star,1982
performer,30549,female,superstar,1982
science,47102,female,star,1969
sports,3338,male,star,1991
performer,33723,male,superstar,1990
sports,6901,male,star,1993
sports,23746,male,star,1988
sports,36874,male,star,1989
creator,25201,female,star,1971
creator,16038,male,star,1961
performer,14394,female,star,1976
creator,4365,male,star,1950
creator,2344,male,star,1984
sports,47781,male,star,1991
sports,30734,male,superstar,1967
sports,25021,male,star,1967
sports,26684,male,superstar,1953
performer,15404,female,superstar,1971
performer,35069,nonbinary,superstar,1984
sports,40276,male,star,1977
creator,17797,male,star,1954
creator,45869,female,star,1980
sports,30197,male,star,1977
performer,17101,male,superstar,1964
creator,26152,female,star,1946
sports,16474,male,superstar,1968
creator,15363,female,star,1984
sports,2641,male,star,1989
sports,37152,male,star,1949
creator,42021,female,superstar,1988
performer,37528,male,superstar,1972
creator,938,female,star,1968
sports,20500,male,star,1989
